Album,Song Name,Lyrics
Reputation,  End Game,i wanna be your end game i wanna be your first string i wanna be your a team woah woah i wanna be your end game end game  big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies yeah big reputation big reputation ooh you and me would be a big conversation ah git git and i heard about you ooh yeah you like the bad ones too  you so dope dont overdose i’m so stoked i need a toast we do the most im in the ghost like im whippin’ a boat i got a reputation girl that dont precede me yeah im one call away whenever you need me yeah im in a g5 yeah come to the a side yeah i got a bad boy persona thats what they like you love it i love it too cause you my type you hold me down and i protect you with my life  i dont wanna touch you i dont wanna be just another ex love you don’t wanna see i don’t wanna miss you i dont wanna miss you like the other girls do i don’t wanna hurt you i just wanna be drinkin on the beach with you all over me i know what they all say i know what they all say but i aint tryna play  i wanna be your end game end game i wanna be your first string first string i wanna be your a team a team i wanna be your end game end game  knew her when i was young reconnected when we were little bit older both sprung i got issues and chips on both of my shoulders reputation precedes me in rumours im knee deep the truth is it’s easier to ignore it believe me even when wed argue wed not do it for long and you understand the good and bad end up in the song for all your beautiful traits and the way you do it with ease for all my flaws paranoia and insecurities ive made mistakes and made some choices thats hard to deny after the storm somethin was born on the 4th of july our past days were the fun this end game is the one with four words on the tip of my tongue ill never say it  i dont wanna touch you i dont wanna be just another ex love you dont wanna see i dont wanna miss you i dont wanna miss you like the other girls do i dont wanna hurt you i just wanna be drinkin on the beach with you all over me i know what they all say yeah but i aint tryna play ooh  i wanna be your end game end game i wanna be your first string wanna be your first string i wanna be your a team a team i wanna be your end game end game  big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies hey big reputation big reputation big reputation yeah ooh you and me would be a big conversation ah and i heard about you ooh you like the bad ones too  i hit you like bang we tried to forget it but we just couldnt and i bury hatchets but i keep maps of where i put em reputation precedes me they told you im crazy i swear i dont love the drama it loves me and i cant let you go your handprints on my soul its like your eyes are liquor its like your body is gold youve been callin my bluff on all my usual tricks so heres the truth from my red lips ooh ah  i wanna be your end game end game i wanna be your first string me and you first string i wanna be your a team hey be your a team now a team i wanna be your end game end game i wanna be your end game oh i do end game i wanna be your first string first string i wanna be your a team a team i wanna be your end game end game
Reputation,  Getaway Car,no nothin good starts in a getaway car  it was the best of times the worst of crimes i struck a match and blew your mind but i didn’t mean it and you didnt see it the ties were black the lies were white in shades of gray in candlelight i wanted to leave him i needed a reason  x marks the spot where we fell apart he poisoned the well i was lyin to myself i knew it from the first old fashioned we were cursed we never had a shotgun shot in the dark oh  you were drivin’ the getaway car we were flyin but wed never get far dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shoulda known id be the first to leave think about the place where you first met me  in a getaway car oh oh oh no they never get far oh oh ah no nothin good starts in a getaway car  it was the great escape the prison break the light of freedom on my face but you weren’t thinkin’ and i was just drinkin while he was runnin’ after us i was screamin go go go but with three of us honey its a sideshow and a circus aint a love story and now we’re both sorry were both sorry  x marks the spot where we fell apart he poisoned the well every man for himself i knew it from the first old fashioned we were cursed it hit you like a shotgun shot to the heart oh  you were drivin the getaway car we were flyin but wed never get far dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shoulda known id be the first to leave think about the place where you first met me  in a getaway car oh oh oh no they never get far oh oh ah no nothin good starts in a getaway car  we were jet set bonnie and clyde oh oh until i switched to the other side to the other side its no surprise i turned you in oh oh cause us traitors never win  im in a getaway car i left you in a motel bar put the money in a bag and i stole the keys that was the last time you ever saw me oh  drivin the getaway car we were flyin but wed never get far dont pretend dont pretend its such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart shoulda known shoulda known id be the first to leave think about the place where you first met me  in a getaway car oh oh oh no they never get far oh oh ah no nothin good starts in a getaway car  i was ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car
Reputation,  Gorgeous,gorgeous  you should take it as a compliment that i got drunk and made fun of the way you talk you should think about the consequence of your magnetic field bein a little too strong and i got a boyfriend hes older than us hes in the club doin i dont know what youre so cool it makes me hate you so much i hate you so much  whisky on ice sunset and vine youve ruined my life by not bein mine  youre so gorgeous i cant say anything to your face cause look at your face gorgeous and im so furious at you for makin me feel this way but what can i say youre gorgeous  you should take it as a compliment that im talkin to everyone here but you but you but you and you should think about the consequence of you touchin my hand in a darkened room dark room dark room if youve got a girlfriend im jealous of her but if youre single thats honestly worse cause youre so gorgeous it actually hurts honey it hurts  ocean blue eyes lookin in mine i feel like i might sink and drown and die  youre so gorgeous i cant say anything to your face to your face cause look at your face look at your face gorgeous and im so furious at you for makin me feel this way feel this way but what can i say youre gorgeous  you make me so happy it turns back to sad yeah theres nothin i hate more than what i cant have and you are so gorgeous it makes me so mad mm you make me so happy it turns back to sad yeah theres nothin i hate more than what i cant have and guess ill just stumble on home to my cats ugh alone unless you wanna come along oh  youre so gorgeous gorgeous i cant say anything to your face to your face cause look at your face look at your face gorgeous and im so furious im so furious at you for making me feel this way feel this way but what can i say i say youre gorgeous  you make me so happy it turns back to sad yeah theres nothin i hate more than what i cant have and you are so gorgeous it makes me so mad mm youre gorgeous you make me so happy it turns back to sad turns back to sad theres nothin i hate more than what i cant have what i cant have you are so gorgeous it makes me so mad mm youre gorgeous
Reputation,  I Did Something Bad,i never trust a narcissist but they love me so i play em like a violin and i make it look oh so easy cause for every lie i tell them they tell me three this is how the world works now all he thinks about is me  i can feel the flames on my skin crimson red paint on my lips if a man talks shit then i owe him nothin i dont regret it one bit cause he had it comin  they say i did somethin bad then whys it feel so good they say i did somethin bad but whys it feel so good most fun i ever had and id do it over and over and over again if i could it just felt so good good  ra di di di di di di di di di da da ra di di di di di di di di di da da ra di di di di di di di di di da da da da da da  i never trust a playboy but they love me so i fly em all around the world and i let them think they saved me they never see it comin what i do next this is how the world works you gotta leave before you get left  i can feel the flames on my skin he says dont throw away a good thing but if he drops my name then i owe him nothin and if he spends my change then he had it comin  they say i did somethin bad da da then whys it feel so good they say i did somethin bad but whys it feel so good most fun i ever had and id do it over and over and over again if i could it just felt so good good  ra di di di di di di di di di da da ra di di di di di di di di di da da it just felt so good ra di di di di di di di di di da da da da da da  theyre burning all the witches even if you arent one they got their pitchforks and proof their receipts and reasons theyre burning all the witches even if you arent one so light me up light me up light me up light me up light me up go ahead and light me up light me up light me up light me up light me up light me up light me up light me up light me up  they say i did somethin bad oh then whys it feel so good so good they say i did somethin bad but whys it feel so good good most fun i ever had most fun i ever had and id do it over and over and over again if i could it just felt so good good good  ra di di di di di di di di di da da bad ra di di di di di di di di di da da oh they say i did somethin bad they say i did somethin bad ra di di di di di di di di di da da then whys it feel so good good  so good bad whys it feel so good whys it feel whys it feel so good bad it just felt so good good
Reputation,  King of My Heart,im perfectly fine i live on my own i made up my mind im better off bein alone we met a few weeks ago now you try on callin me baby like tryin on clothes  salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room cause all the boys and their expensive cars with their range rovers and their jaguars never took me quite where you do  and all at once you are the one i have been waitin for king of my heart body and soul woah and all at once youre all i want ill never let you go king of my heart body and soul woah  and all at once ive been waitin waitin woah woah and all at once you are the one i have been waitin waitin body and soul woah and all at once  late in the night the citys asleep your love is a secret im hoping dreaming dying to keep change my priorities the taste of your lips is my idea of luxury  salute to me im your american queen and you move to me like im a motown beat and we rule the kingdom inside my room inside my room oh cause all the boys and their expensive cars with their range rovers and their jaguars never took me quite where you do where you do  and all at once you are the one i have been waitin for king of my heart body and soul woah and all at once youre all i want ill never let you go king of my heart my heart body and soul woah  and all at once hey ive been waitin waitin waiting woah woah and all at once you are the one i have been waitin waitin waitin waitin body and soul woah and all at once  is this the end of all the endings my broken bones are mending with all these nights were spending up on the roof with a school girl crush drinkin beer out of plastic cups say you fancy me not fancy stuff baby all at once this is enough  and all at once you are the one i have been waitin for king of my heart body and soul woah and all at once  and all at once you are the one i have been waitin for king of my heart body and soul woah and all at once youre all i want ill never let you go king of my heart my heart body and soul my soul woah  and all at once ive been waitin waitin woah woah woah and all at once you are the one i have been waitin waitin body and soul woah and all at once
Reputation,  Look What You Made Me Do,i dont like your little games dont like your tilted stage the role you made me play of the fool no i dont like you i dont like your perfect crime how you laugh when you lie you said the gun was mine isnt cool no i dont like you oh  but i got smarter i got harder in the nick of time honey i rose up from the dead i do it all the time ive got a list of names and yours is in red underlined i check it once then i check it twice oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do  i i dont dont like your kingdom keys keys they they once belonged to me me you you asked me for a place to sleep locked me out and threw a feast what the world moves on another day another drama drama but not for me not for me all i think about is karma and then the world moves on but one things for sure maybe i got mine but youll all get yours  but i got smarter i got harder in the nick of time nick of time honey i rose up from the dead i do it all the time i do it all the time ive got a list of names and yours is in red underlined i check it once then i check it twice oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do  i dont trust nobody and nobody trusts me ill be the actress starrin in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starrin in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starrin in your bad dreams i dont trust nobody and nobody trusts me ill be the actress starrin in your bad dreams  ooh look what you made me do look what you made me do look what you just made me do look what you just made me im sorry the old taylor cant come to the phone right now ooh look what you made me do look what you made me do look what you just made me why oh cause shes dead oh  ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do ooh look what you made me do look what you made me do look what you just made me do look what you just made me ooh look what you made me do look what you made me do look what you just made me do look what you just made me do
Reputation,  New Year's Day,theres glitter on the floor after the party girls carryin’ their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me from the night before but  dont read the last page but i stay when youre lost and i’m scared and youre turnin away i want your midnights but ill be cleanin up bottles with you on new years day  you squeeze my hand three times in the back of the taxi i can tell that its gonna be a long road ill be there if you’re the toast of the town babe or if you strike out and you’re crawlin home  don’t read the last page but i stay when its hard or its wrong or were makin’ mistakes i want your midnights but ill be cleanin up bottles with you on new years day  hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you  please dont ever become a stranger whose laugh i could recognize anywhere please dont ever become a stranger whose laugh i could recognize anywhere  theres glitter on the floor after the party girls carryin their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me forevermore  dont read the last page but i stay when its hard or its wrong or were makin mistakes i want your midnights but ill be cleanin up bottles with you on new years day  hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you hold on  please dont ever become a stranger to the memories they will hold on to you whose laugh i could recognize anywhere hold on to the memories they will hold on to you please dont ever become a stranger hold on to the memories they will hold on to you whose laugh i could recognize anywhere and i will hold on to you
Reputation,  Ready for It,knew he was a killer first time that i saw him wondered how many girls he had loved and left haunted but if hes a ghost then i can be a phantom holdin him for ransom some some boys are tryin too hard he dont try at all though younger than my exes but he act like such a man so i see nothin better i keep him forever like a vendetta ta  i i i see how this is gon go touch me and youll never be alone i island breeze and lights down low no one has to know  in the middle of the night in my dreams you should see the things we do baby mmm in the middle of the night in my dreams i know im gonna be with you so i take my time are you ready for it  knew i was a robber first time that he saw me stealin hearts and runnin off and never sayin sorry but if im a thief then he can join the heist and well move to an island and and he can be my jailer burton to this taylor every love ive known in comparison is a failure i forget their names now im so very tame now never be the same now now  i i i see how this is gon go go touch me and youll never be alone i island breeze and lights down low low no one has to know no one has to know  in the middle of the night in my dreams yeah you should see the things we do we do baby mmm mmm in the middle of the night the night in my dreams my dreams i know im gonna be with you so i take my time are you ready for it oh are you ready for it  baby let the games begin let the games begin let the games begin ah ah baby let the games begin let the games begin let the games begin  i i i see how this is gon go touch me and youll never be alone i island breeze and lights down low no one has to know  in the middle of the night night in my dreams my dreams you should see the things we do we do baby baby mmm yeah in the middle of the night in my dreams my dreams i know im gonna be with you so i take my time yeah in the middle of the night  baby let the games begin let the games begin let the games begin are you ready for it baby let the games begin let the games begin let the games begin are you ready for it
Reputation,  So It Goes,see you in the dark all eyes on you my magician all eyes on us you make everyone disappear and cut me into pieces gold cage hostage to my feelings back against the wall trippin trip trippin when youre gone  cause we break down a little but when you get me alone its so simple cause baby i know what you know we can feel it  and all the pieces fall right into place gettin caught up in a moment lipstick on your face so it goes im yours to keep and im yours to lose you know im not a bad girl but i do bad things with you so it goes  met you in a bar all eyes on me your illusionist all eyes on us i make all your gray days clear and wear you like a necklace im so chill but you make me jealous but i got your heart skippin skip skippin when im gone  cause we break down a little but when i get you alone its so simple cause baby i know what you know we can feel it  and all the pieces fall right into place gettin caught up in a moment lipstick on your face so it goes im yours to keep and im yours to lose you know im not a bad girl but i do bad things with you so it goes  come here dressed in black now so so so it goes scratches down your back now so so so it goes  you did a number on me but honestly baby whos countin i did a number on you but honestly baby whos countin you did a number on me but honestly baby whos countin whos countin one two three  and all the pieces fall pieces fall right into place gettin caught up in a moment caught up caught up lipstick on your face so it goes im yours to keep oh and im yours to lose baby you know im not a bad girl but i i do do bad things with you so it goes  come here dressed in black now so so so it goes scratches down your back now so so so it goes come here dressed in black now so so so it goes scratches down your back now so so so it goes
Reputation,  This Is Why We Can’t Have Nice Things,it was so nice throwin big parties jump into the pool from the balcony everyone swimmin in a champagne sea and there are no rules when you show up here bass beat rattling the chandelier feelin so gatsby for that whole year  so whyd you have to rain on my parade im shaking my head and locking the gates this is why we cant have nice things darlin because you break them i had to take them away this is why we cant have nice things honey oh did you think i wouldnt hear all the things you said about me this is why we cant have nice things  it was so nice being friends again there i was giving you a second chance but you stabbed me in the back while shakin my hand and therein lies the issue friends dont try to trick you get you on the phone and mind twist you and so i took an axe to a mended fence  but im not the only friend youve lost lately mm mm if only you werent so shady this is why we cant have nice things darlin yeah because you break them i had to take them away this is why we cant have nice nice things things baby honey did you think i wouldnt hear all the things you said about me this is why we cant have  heres a toast to my real friends they dont care about the he said she said and heres to my baby he aint readin what they call me lately and heres to my mama had to listen to all this drama and heres to you cause forgiveness is a nice thing to do haha i cant even say it with a straight face this is why we cant have this is why we cant have nice things darlin darlin because you break them i had to take them away away this is why we cant have nice uh uh things oh no honey baby oh did you think i wouldnt hear all the things you said about me this is why we cant have oh nice oh no things darlin and heres to my real friends oh because you break them i had to take them away and heres to my baby oh nice things oh no honey they didnt care about that he said she said did you think i wouldnt hear all the things you said about me this is why we cant have nice things
Lover,  Afterglow,i blew things out of proportion now youre blue put you in jail for something you didn’t do i pinned your hands behind your back oh thought i had reason to attack but no  fighting with a true love is boxing with no gloves chemistry til it blows up til there’s no us whyd i have to break what i love so much its on your face and im to blame i need to say  hey its all me in my head im the one who burned us down but its not what i meant sorry that i hurt you i dont wanna do i don’t wanna do this to you ooh i don’t wanna lose i dont wanna lose this with you ooh i need to say hey it’s all me just dont go meet me in the afterglow  its so excruciating to see you low just wanna lift you up and not let you go this ultraviolet morning light below tells me this love is worth the fight oh  i lived like an island punished you with silence went off like sirens just crying whyd i have to break what i love so much it’s on your face dont walk away i need to say  hey its all me in my head im the one who burned us down but its not what i meant im sorry that i hurt you i dont wanna do i dont wanna do this to you ooh i dont wanna lose i dont wanna lose this with you ooh i need to say hey its all me just dont go meet me in the afterglow  tell me that youre still mine tell me that well be just fine even when i lose my mind i need to say tell me that its not my fault tell me that im all you want even when i break your heart i need to say  hey its all me in my head im the one who burned us down but its not what i meant sorry that i hurt you i dont wanna do i dont wanna do this to you ooh i dont wanna lose i dont wanna lose this with you ooh i need to say hey its all me just dont go meet me in the afterglow
Lover,  Cornelia Street,we were in the backseat drunk on something stronger than the drinks in the bar i rent a place on cornelia street i say casually in the car we were a fresh page on the desk filling in the blanks as we go as if the street lights pointed in an arrow head leading us home  and i hope i never lose you hope it never ends id never walk cornelia street again thats the kinda heartbreak time could never mend id never walk cornelia street again and baby i get mystified by how this city screams your name and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again  windows flung right open autumn air jacket round my shoulders is yours we bless the rains on cornelia street memorize the creaks in the floor back when we were card sharks playing games i thought you were leading me on i packed my bags left cornelia street before you even knew i was gone  but then you called showed your hand i turned around before i hit the tunnel sat on the roof you and i  i hope i never lose you hope it never ends id never walk cornelia street again thats the kinda heartbreak time could never mend id never walk cornelia street again and baby i get mystified by how this city screams your name city screams your name and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again you hold my hand on the street walk me back to that apartment years ago we were just inside barefoot in the kitchen sacred new beginnings that became my religion listen  i hope i never lose you id never walk cornelia street again oh never again and baby i get mystified by how this city screams your name city screams your name and baby im so terrified of if you ever walk away id never walk cornelia street again id never walk cornelia street again  i dont wanna lose you hope it never ends id never walk cornelia street again i dont wanna lose you yeah  i rent a place on cornelia street i say casually in the car
Lover,  Cruel Summer,yeah yeah yeah yeah  fever dream high in the quiet of the night you know that i caught it oh yeah youre right i want it bad bad boy shiny toy with a price you know that i bought it oh yeah youre right i want it  killing me slow out the window im always waiting for you to be waiting below devils roll the dice angels roll their eyes what doesnt kill me makes me want you more  and its new the shape of your body its blue the feeling ive got and its ooh woah oh its a cruel summer its cool thats what i tell em no rules in breakable heaven but ooh woah oh its a cruel summer with you  hang your head low in the glow of the vending machine im not dying oh yeah youre right i want it we say that well just screw it up in these trying times were not trying oh yeah youre right i want it  so cut the headlights summers a knife im always waiting for you just to cut to the bone devils roll the dice angels roll their eyes and if i bleed youll be the last to know oh  its new the shape of your body its blue the feeling ive got and its ooh woah oh its a cruel summer its cool thats what i tell em no rules in breakable heaven but ooh woah oh its a cruel summer with you  im drunk in the back of the car and i cried like a baby comin home from the bar oh said im fine but it wasnt true i dont wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i scream for whatever its worth i love you aint that the worst thing you ever heard he looks up grinnin like a devil  its new the shape of your body its blue the feeling ive got and its ooh woah oh its a cruel summer its cool thats what i tell em no rules in breakable heaven but ooh woah oh its a cruel summer with you  im drunk in the back of the car and i cried like a baby comin home from the bar oh said im fine but it wasnt true i dont wanna keep secrets just to keep you and i snuck in through the garden gate every night that summer just to seal my fate oh and i scream for whatever its worth i love you aint that the worst thing you ever heard yeah yeah yeah yeah
Lover,  Daylight,my love was as cruel as the cities i lived in everyone looked worse in the light there are so many lines that ive crossed unforgiven ill tell you the truth but never goodbye  i dont wanna look at anything else now that i saw you i dont wanna think of anything else now that i thought of you ive been sleepin so long in a twenty year dark night and now i see daylight i only see daylight  luck of the draw only draws the unlucky and so i became the butt of the joke i wounded the good and i trusted the wicked clearin the air i breathed in the smoke  maybe you ran with the wolves and refused to settle down maybe ive stormed out of every single room in this town threw out our cloaks and our daggers because its morning now its brighter now now  i dont wanna look at anything else now that i saw you i can never look away i dont wanna think of anything else now that i thought of you things will never be the same ive been sleepin so long in a twenty year dark night now im wide awake and now i see daylight daylight i only see daylight daylight  i only see daylight daylight daylight daylight i only see daylight daylight daylight daylight  and i can still see it all in my mind all of you all of me intertwined i once believed love would be black and white but its golden golden and i can still see it all in my head back and forth from new york sneakin in your bed i once believed love would be burnin red but its golden like daylight like daylight like daylight daylight  i dont wanna look at anything else now that i saw you i can never look away and i dont wanna think of anything else now that i thought of you things will never be the same ive been sleepin so long in a twenty year dark night now im wide awake and now i see daylight i see daylight i only see daylight ah  i only see daylight daylight daylight daylight i only see daylight daylight daylight daylight ah and i can still see it all i only see daylight daylight daylight daylight and i can still see it all back and forth from new york i only see daylight daylight daylight daylight i once believed love would be burning red  like daylight its golden like daylight you gotta step into the daylight and let it go just let it go let it go i wanna be defined by the things that i love not the things i hate not the things im afraid of im afraid of or the things that haunt me in the middle of the night i i just think that you are what you love
Lover,  Death By A Thousand Cuts,my my my my my my my my my my my my my my my my my my my my my my my my my my my my my my my my  saying goodbye is death by a thousand cuts flashbacks waking me up i get drunk but its not enough ’cause the morning comes and youre not my baby i look through the windows of this love even though we boarded them up chandeliers still flickering here ’cause i cant pretend its okay when its not its death by a thousand cuts  i dress to kill my time i take the long way home i ask the traffic lights if itll be alright they say i dont know and what once was ours is no ones now i see you everywhere the only thing we share is this small town you said it was a great love one for the ages but if the story’s over why am i still writing pages  ’cause saying goodbye is death by a thousand cuts flashbacks waking me up i get drunk but its not enough ’cause the morning comes and youre not my baby i look through the windows of this love even though we boarded them up chandeliers still flickering here cause i can’t pretend its okay when its not its death by a thousand cuts  my heart my hips my body my love tryna find a part of me that you didnt touch gave up on me like i was a bad drug now im searching for signs in a haunted club our songs our films united we stand our country guess it was a lawless land quiet my fears with the touch of your hand paper cut stings from our paper thin plans my time my wine my spirit my trust tryna find a part of me you didnt take up gave you too much but it wasnt enough but ill be alright its just a thousand cuts  i get drunk but its not enough cause youre not my baby i look through the windows of this love even though we boarded them up chandeliers still flickering here cause i cant pretend its okay when its not no its not its death by a thousand cuts you didnt touch  tryna find a part of me that you didnt touch my body my love my trust its death by a thousand cuts but it wasnt enough it wasnt enough no no  i take the long way home i ask the traffic lights if itll be alright they say i dont know
Lover,  False God,we were crazy to think crazy to think that this could work remember how i said id die for you we were stupid to jump in the ocean separating us remember how i’d fly to you  and i cant talk to you when youre like this staring out the window like i’m not your favorite town im new york city i still do it for you babe they all warned us about times like this they say the road gets hard and you get lost when youre led by blind faith blind faith  but we might just get away with it religions in your lips even if its a false god wed still worship we might just get away with it the altar is my hips even if its a false god wed still worship this love we’d still worship this love we’d still worship this love  i know heavens a thing i go there when you touch me honey hell is when i fight with you but we can patch it up good make confessions and we’re begging for forgiveness got the wine for you  and you cant talk to me when im like this daring you to leave me just so i can try and scare you youre the west village you still do it for me babe they all warned us about times like this they say the road gets hard and you get lost when you’re led by blind faith blind faith  but we might just get away with it religions in your lips even if its a false god wed still worship we might just get away with it the altar is my hips even if its a false god wed still worship this love wed still worship this love wed still worship this love ah  still worship this love even if its a false god even if its a false god still worship this love
Lover,  I Forgot That You Existed,how many days did i spend thinking bout how you did me wrong wrong wrong lived in the shade you were throwing til all of my sunshine was gone gone gone and i couldnt get away from ya in my feelings more than drake so yeah your name on my lips tongue tied free rent living in my mind  but then something happened one magical night  i forgot that you existed and i thought that it would kill me but it didnt and it was so nice so peaceful and quiet i forgot that you existed it isnt love it isnt hate its just indifference i forgot that you  got out some popcorn as soon as my rep started going down down down laughed on the school yard as soon as i tripped up and hit the ground ground ground and i wouldve stuck around for ya wouldve fought the whole town so yeah wouldve been right there front row even if nobody came to your show  but you showed who you are then one magical night  i forgot that you existed and i thought that it would kill me but it didnt and it was so nice so peaceful and quiet i forgot that you existed it isnt love it isnt hate its just indifference i forgot that you  sent me a clear message taught me some hard lessons i just forget what they were its all just a blur  i forgot that you existed and i thought that it would kill me but it didnt and it was so nice so peaceful and quiet i forgot that you existed i did i did i did it isnt hate its just indifference it isnt love it isnt hate its just indifference so yeah
Lover,  I Think He Knows,i think he knows his footprints on the sidewalk lead to where i cant stop go there every night i think he knows his hands around a cold glass make me wanna know that body like its mine  he got that boyish look that i like in a man i am an architect im drawing up the plans its like im 17 nobody understands no one understands  he got my heartbeat skipping down 16th avenue got that ah i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i think he knows when we get all alone ill make myself at home and hell want me to stay i think he knows hed better lock it down or i wont stick around cause good ones never wait ha  he got that boyish look that i like in a man i am an architect im drawing up the plans hes so obsessed with me and boy i understand boy i understand  he got my heartbeat heartbeat skipping down 16th avenue got that ah i mean i mean wanna see whats under that attitude like i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i want you bless my i want you bless my i want you bless my i want you bless my soul  lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive lyrical smile indigo eyes hand on my thigh we could follow the sparks ill drive so where we gonna go i whisper in the dark where we gonna go i think he knows  he got my heartbeat heartbeat skipping down 16th avenue baby got that ah i mean i mean wanna see whats under that attitude like yeah i want you bless my soul and i aint gotta tell him i think he knows i think he knows  i want you bless my i want you bless my i want you bless my oh baby i want you bless my soul he got my heartbeat i want you bless my skipping down 16th avenue baby i want you bless my i want you bless my soul and i aint gotta tell him i think he knows
Lover,  It's Nice To Have A Friend,ooh ooh  school bell rings walk me home sidewalk chalk covered in snow lost my gloves you give me one wanna hang out yeah sounds like fun video games you pass me a note sleeping in tents  its nice to have a friend ooh its nice to have a friend ooh  light pink sky up on the roof sun sinks down no curfew twenty questions we tell the truth youve been stressed out lately yeah me too something gave you the nerve to touch my hand  its nice to have a friend ooh its nice to have a friend ooh   church bells ring carry me home rice on the ground looks like snow call my bluff call you babe have my back yeah every day feels like home stay in bed the whole weekend  its nice to have a friend ooh its nice to have a friend ooh its nice to have a friend ooh ooh
Lover,  London Boy,we can go drivin in on my scooter uh you know just round london oh id—  i love my hometown as much as motown i love socal and you know i love springsteen faded blue jeans tennessee whiskey but somethin happened i heard him laughin i saw the dimples first and then i heard the accent  they say home is where the heart is but thats not where mine lives  you know i love a london boy i enjoy walkin camden market in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you ooh  and now i love high tea stories from uni and the west end you can find me in the pub we are watchin rugby with his school friends show me a gray sky a rainy cab ride babes dont threaten me with a good time  they say home is where the heart is but god i love the english  you know i love a london boy i enjoy nights in brixton shoreditch in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you  so please show me hackney doesnt have to be louis v up on bond street just wanna be with you wanna be with you stick with me im your queen like a tennessee stella mccartney on the heath just wanna be with you wanna be with you wanna be with you oh woah  you know i love a london boy i enjoy walkin soho drinkin in the afternoon yeah he likes my american smile like a child when our eyes meet darling i fancy you you took me back to highgate met all of his best mates so i guess all the rumors are true yeah you know i love a london boy oh boy oh i fancy you i fancy you ooh  so please show me hackney doesnt have to be louis v up on bond street just wanna be with you ooh i oh i i fancy you oh woah ah ah ooh stick with me im your queen like a tennessee stella mccartney on the heath just wanna be with you ooh wanna be with you i fancy you yeah i fancy you ah ah ooh
Lover,  ,we could leave the christmas lights up til january and this is our place we make the rules and theres a dazzling haze a mysterious way about you dear have i known you twenty seconds or twenty years can i go where you go can we always be this close forever and ever ah take me out and take me home youre my my my my lover  we could let our friends crash in the living room this is our place we make the call and im highly suspicious that everyone who sees you wants you ive loved you three summers now honey but i want em all can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my lover  ladies and gentlemen will you please stand with every guitar string scar on my hand i take this magnetic force of a man to be my lover my hearts been borrowed and yours has been blue alls well that ends well to end up with you swear to be overdramatic and true to my lover and youll save all your dirtiest jokes for me and at every table ill save you a seat lover can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever youre my my my my oh youre my my my my darling youre my my my my lover
